country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Barbados,BRB,2021-04-08,64645.0,64645.0,,898.0,130.0,22.5,22.5,,452.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4149470331751672/
Barbados,BRB,2021-04-09,65867.0,65867.0,,1222.0,304.0,22.92,22.92,,1058.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4149470331751672/
Barbados,BRB,2021-04-10,65873.0,65873.0,,6.0,305.0,22.92,22.92,,1061.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4149470331751672/
Barbados,BRB,2021-04-11,,,,,311.0,,,,1082.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4149470331751672/
Barbados,BRB,2021-04-12,,,,,318.0,,,,1107.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4149470331751672/
Barbados,BRB,2021-04-13,,,,,325.0,,,,1131.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4149470331751672/
Barbados,BRB,2021-04-14,66069.0,66069.0,,,332.0,22.99,22.99,,1155.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4149470331751672/
Barbados,BRB,2021-04-15,66900.0,66900.0,,831.0,322.0,23.28,23.28,,1121.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4149470331751672/
Barbados,BRB,2021-04-16,68480.0,68480.0,,1580.0,373.0,23.83,23.83,,1298.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4149470331751672/
Barbados,BRB,2021-04-17,69490.0,69490.0,,1010.0,517.0,24.18,24.18,,1799.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4149470331751672/
Barbados,BRB,2021-04-18,70758.0,70758.0,,1268.0,691.0,24.62,24.62,,2405.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4149470331751672/
Barbados,BRB,2021-04-19,70884.0,70884.0,,126.0,702.0,24.67,24.67,,2443.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4149470331751672/
Barbados,BRB,2021-04-20,71134.0,71134.0,,250.0,731.0,24.75,24.75,,2544.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4149470331751672/
Barbados,BRB,2021-04-21,71350.0,71350.0,,216.0,754.0,24.83,24.83,,2624.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4149470331751672/
Barbados,BRB,2021-04-22,71648.0,71648.0,,298.0,678.0,24.93,24.93,,2359.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4149470331751672/
Barbados,BRB,2021-04-23,71881.0,71881.0,,233.0,486.0,25.01,25.01,,1691.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4149470331751672/
Barbados,BRB,2021-04-24,72728.0,72728.0,,847.0,463.0,25.31,25.31,,1611.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4149470331751672/
Barbados,BRB,2021-04-25,73590.0,73590.0,,862.0,405.0,25.61,25.61,,1409.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4149470331751672/
Barbados,BRB,2021-04-26,73677.0,73677.0,,87.0,399.0,25.64,25.64,,1388.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/moh.barbados/photos/a.768944336470972/4149470331751672/
Belarus,BLR,2020-12-28,0.0,0.0,,,,0.0,0.0,,,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2020-12-29,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2020-12-30,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2020-12-31,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-01,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-02,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-03,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-04,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-05,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-06,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-07,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-08,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-09,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-10,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-11,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-12,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-13,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-14,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-15,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-16,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-17,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-18,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-19,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-20,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-21,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-22,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-23,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-24,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-25,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-26,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-27,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-28,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-29,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-30,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-01-31,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-02-01,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-02-02,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-02-03,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-02-04,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-02-05,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-02-06,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-02-07,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-02-08,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-02-09,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-02-10,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-02-11,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-02-12,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-02-13,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-02-14,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-02-15,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-02-16,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-02-17,,,,,403.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-02-18,20944.0,20944.0,,,403.0,0.22,0.22,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-02-19,,,,,410.0,,,,43.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-02-20,,,,,418.0,,,,44.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-02-21,,,,,425.0,,,,45.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-02-22,,,,,432.0,,,,46.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-02-23,,,,,440.0,,,,47.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-02-24,,,,,447.0,,,,47.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-02-25,,,,,455.0,,,,48.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-02-26,,,,,455.0,,,,48.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-02-27,,,,,455.0,,,,48.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-02-28,,,,,455.0,,,,48.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-01,,,,,455.0,,,,48.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-02,,,,,455.0,,,,48.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-03,,,,,455.0,,,,48.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-04,,,,,455.0,,,,48.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-05,,,,,455.0,,,,48.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-06,,,,,455.0,,,,48.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-07,,,,,455.0,,,,48.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-08,,,,,455.0,,,,48.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-09,,,,,455.0,,,,48.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-10,,,,,455.0,,,,48.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-11,,,,,455.0,,,,48.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-12,30944.0,20944.0,10000.0,,455.0,0.33,0.22,0.11,48.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-13,,,,,754.0,,,,80.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-14,,,,,1053.0,,,,111.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-15,,,,,1352.0,,,,143.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-16,,,,,1651.0,,,,175.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-17,,,,,1950.0,,,,206.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-18,,,,,2249.0,,,,238.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-19,,,,,2548.0,,,,270.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-20,,,,,2548.0,,,,270.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-21,,,,,2548.0,,,,270.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-22,,,,,2548.0,,,,270.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-23,,,,,2548.0,,,,270.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-24,,,,,2548.0,,,,270.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-25,,,,,2548.0,,,,270.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-26,66618.0,40518.0,26100.0,,2548.0,0.71,0.43,0.28,270.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-27,,,,,2709.0,,,,287.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-28,,,,,2871.0,,,,304.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-29,,,,,3032.0,,,,321.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-30,,,,,3193.0,,,,338.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-03-31,,,,,3355.0,,,,355.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-04-01,,,,,3516.0,,,,372.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-04-02,,,,,3677.0,,,,389.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-04-03,,,,,3677.0,,,,389.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-04-04,,,,,3677.0,,,,389.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-04-05,,,,,3677.0,,,,389.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-04-06,,,,,3677.0,,,,389.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-04-07,,,,,3677.0,,,,389.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-04-08,,,,,3677.0,,,,389.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-04-09,118100.0,92000.0,26100.0,,3677.0,1.25,0.97,0.28,389.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-04-10,,,,,5299.0,,,,561.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-04-11,,,,,6921.0,,,,732.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-04-12,,,,,8542.0,,,,904.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-04-13,,,,,10164.0,,,,1076.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-04-14,,,,,11785.0,,,,1247.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-04-15,,,,,13407.0,,,,1419.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-04-16,,,,,15029.0,,,,1590.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-04-17,,,,,15029.0,,,,1590.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-04-18,,,,,15029.0,,,,1590.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-04-19,,,,,15029.0,,,,1590.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-04-20,,,,,15029.0,,,,1590.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-04-21,,,,,15029.0,,,,1590.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-04-22,,,,,15029.0,,,,1590.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belarus,BLR,2021-04-23,328500.0,244000.0,84500.0,,15029.0,3.48,2.58,0.89,1590.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/belarus-covid-19-update-1735-new-cases-1733-recoveries-139354-2021/
Belgium,BEL,2020-12-28,298.0,298.0,,,,0.0,0.0,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2020-12-29,299.0,299.0,,1.0,1.0,0.0,0.0,,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2020-12-30,776.0,776.0,,477.0,239.0,0.01,0.01,,21.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2020-12-31,786.0,786.0,,10.0,163.0,0.01,0.01,,14.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-01,794.0,794.0,,8.0,124.0,0.01,0.01,,11.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-02,,,,,99.0,,,,9.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-03,,,,,83.0,,,,7.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
